,mu,alpha,homo,lumo,gap,zpve,cv,u0,u298,h298,g298
1328228,0.12256362029187963,2.18866223238192,-0.0076595875797695005,2.076499349144363e-05,0.007680363473769989,0.004019556144500534,0.9103499248605685,-11.778721481352195,-11.778475621078197,-11.778447983058701,-11.779698546468447
1721444,0.21008958107121312,4.641688774592288,-0.015397388290948345,-0.0010104387825295529,0.014386883152892865,0.009137103381274408,1.9807151607031357,-27.367879522541298,-27.367342993589865,-27.36728360483961,-27.370005314702986
1197156,0.027217356361981578,0.6316121641214507,-0.0021431685134033927,3.323084738229037e-05,0.0021764067688986254,0.001220897207141421,0.2646679884856758,-3.719767438114741,-3.7196963830883365,-3.7196882814299776,-3.7200541153369113
1066084,0.018371566498396674,0.6280982633266661,-0.0018145836111375688,9.405514810934374e-05,0.0019086346318697015,0.0011836573641934153,0.2703984061974157,-4.229400926507286,-4.229327418570023,-4.229319885389085,-4.22967831464584
2114660,0.000174110761871501,0.003959255378819146,-1.7546009672878896e-05,4.126953889788445e-06,2.16725402419278e-05,7.883254489845593e-06,0.00204229820829497,-0.03629660283624895,-0.03629603910425331,-0.036295977151263085,-0.03629887345038151
3818596,-0.0009380541003905135,0.19904381369654253,-0.0004288086801917643,-1.051655713242531e-05,0.000418292123059339,0.0003301335047782328,0.0742827412134489,-1.617220032399911,-1.6171998831412515,-1.6171978747023525,-1.6172949096231386
672868,-3.0338127440708644e-05,0.027559259612026543,-8.282782487221006e-05,-5.7300060323205385e-06,7.709781883988953e-05,4.557312124964282e-05,0.011635730387020983,-0.26577268735435117,-0.2657694708511922,-0.26576915910086674,-0.26578440516874624
4211812,0.00017056862558338887,0.024079790302483823,-7.187255717475737e-05,7.555703717814395e-06,7.942826089257177e-05,3.378889206379443e-05,0.008787069668010709,-0.28225588507900223,-0.2823800913647861,-0.2822466820755416,-0.28225894059116735
3737633,-0.0001786792392926309,0.33286573324443597,-0.0011278815125250023,3.267320697209258e-05,0.001160554719497095,0.0005871562434517573,0.15765988506841924,-3.5649034185414474,-3.564859637051147,-3.5648555301838267,-3.5650591668666856
1099810,0.004924778232847573,0.5997501031844303,-0.0015118637013048861,-5.48072832333238e-05,0.0014570519732037973,0.0009739778264596629,0.23591644283582563,-4.743176321087723,-4.743111694256596,-4.7431050784360425,-4.743419457637235
1067043,0.011014665839898106,0.29972811862463783,-0.0008499631943783005,4.0339987935358935e-05,0.000890298102464785,0.0005175458181202443,0.1311487522621202,-2.3027932704241674,-2.3030843018049554,-2.3027385490533496,-2.3029098574388036
1607715,0.033467097907517174,0.8872257173529593,-0.002939746629837762,5.97109375496079e-05,0.002999447407689621,0.0016387401308061086,0.40040988030606095,-6.462794627786774,-6.462828904716448,-6.462668736117725,-6.463211301517605
1722402,0.06516239602812114,1.5827980862264022,-0.005458835078473083,8.51551470510419e-05,0.005543941649469262,0.0030396651829274744,0.7405336666984158,-11.144998422415892,-11.145132294232848,-11.144763929531912,-11.145763698379742
1067042,0.0006685239864114042,0.00611429659967616,-1.9712353557481666e-05,-9.588214750611171e-07,1.875353208242055e-05,1.007280058418262e-05,0.002731879226593009,-0.03887002731688732,-0.03886927680096518,-0.03886919286916215,-0.03887298994824904
1198114,0.010551281095884888,0.24951261308945094,-0.0008057404832206242,-0.00010740263517160365,0.0006983511826523162,0.0004087712607549926,0.11079556465695146,-1.8996928864780773,-1.8997566772031622,-1.8996575366701591,-1.899808874210242
1083426,0.00958465674876979,0.518843067786088,-0.0014038441756357746,-2.0003581293456517e-05,0.001383840911832873,0.0008626731307743593,0.21461076292980286,-4.147872587198781,-4.1478620968923385,-4.147806249973013,-4.1480930947772805
1607714,0.006524239001351184,0.20260474284789445,-0.0007131421087722641,6.282228148712577e-05,0.0007759574054671874,0.0003787609486617773,0.09364754421055974,-1.5350044267962026,-1.5350278455040796,-1.5349747881385531,-1.5351035761501095
1329187,0.02099022234921844,0.402297553068807,-0.001408084452487539,6.378484088431704e-05,0.0014718734207490659,0.0007783807738303119,0.18357324507095912,-2.2156781154311,-2.2156567130417715,-2.215621557984359,-2.215863375816744
1722403,0.02560287088858937,0.6959282973684936,-0.002389518534040279,-0.00017649955022171424,0.002213030413478532,0.0012251779058323016,0.31607187033685746,-5.842345046195933,-5.843333126864696,-5.8422084710342785,-5.842637509342688
1591331,0.027925748914305156,0.6811836675437517,-0.002152213613994984,0.0001073833169296547,0.0022596003174905547,0.0012104121799959783,0.3117698405139113,-5.5317335892116715,-5.532537711717052,-5.531603754243261,-5.532016080460572
1329188,0.02771869929411266,0.48984621716376914,-0.0016483066027452348,2.272747245769438e-05,0.0016710249208919364,0.0008812688891005493,0.21920956546126089,-2.855528510835952,-2.855483309635351,-2.8554615813855286,-2.8557540319797647
1099874,0.001473406991142013,0.09937498809410421,-0.0002487767088929104,-7.89897450550846e-06,0.00024088027431183915,0.00016873195542432614,0.03711243610502587,-0.756793513109185,-0.756783279398038,-0.7567822062037655,-0.7568324911007398
1230946,0.0005686770168587484,0.012242118296980664,-3.348128393180303e-05,4.295012223386355e-06,3.7780106041845255e-05,2.2797498174429313e-05,0.004506352985998666,-0.06367155962790107,-0.06367037536273296,-0.06367022548179192,-0.06367668156967331
3835459,-0.00015631329967933467,0.41944337555957706,-0.0010653750198431596,-0.00021523272057656287,0.0008501422992665968,0.000431036339968886,0.13851820808330953,-3.449021000536559,-3.448982494370892,-3.4489781628123315,-3.449177794167699
1099873,-2.6904784582658653e-05,0.01843674000698479,-4.086147887100359e-05,9.72791059465981e-07,4.183426993046957e-05,3.031851922405309e-05,0.006996901292186559,-0.15695928350636568,-0.1569573961202654,-0.15695720426072324,-0.1569663088611614
3818852,0.000347666761913833,0.07654100390513383,-0.00016342788202050988,-2.558027748674477e-05,0.00013784760453376514,0.00011122168460488301,0.026747175921516337,-0.6043557935168429,-0.6043484599612662,-0.6043477105819602,-0.6043836317808047
1099875,0.002167424834111185,0.098849096739372,-0.00027223678445566246,6.772156078356669e-05,0.0003399564402959011,0.00020327487697241006,0.037005181445851985,-0.5126221273073626,-0.5126128482395148,-0.5126116491348383,-0.5126624726164396
1230947,0.00023822268787503572,0.008249928564625203,-2.0137790900720702e-05,2.1043273962599614e-06,2.223957837254342e-05,1.568501127091469e-05,0.0032385179540908656,-0.04132494807759469,-0.04132403957202273,-0.041323943645426554,-0.041328458577007336
4217923,-2.7170841667460397e-05,0.002633901641426167,-6.027589929199606e-06,-1.3935295424961107e-06,4.634060386703495e-06,2.6913642569133566e-06,0.0008649077689938723,-0.03446270855319555,-0.0344624713242531,-0.034462444337555964,-0.03446367829952059
1099876,5.5406546655237005e-05,0.0032221481410928026,-8.543035844683622e-06,3.0333047591834142e-06,1.1574435660539099e-05,7.266311077245451e-06,0.0012744642346890181,-0.01461391715401467,-0.014613581356954631,-0.014613545378924977,-0.014615220859129441
5786660,0.0030763990362775912,0.08685994961639344,-0.00036551683017430227,9.557649934914437e-05,0.0004610933295234466,9.462807357314453e-05,0.03135479886973363,-3.7919584567535525,-3.7949489168535515,-3.791854192654327,-3.791900370421522
5784612,0.0057542271651591925,0.16367898455495866,-0.0006406421211191188,0.000156197717242912,0.000796839838362031,0.000198974956697816,0.057662510009771656,-6.586147491670106,-6.5912820650810025,-6.585930542299267,-6.586014483199458
3835969,0.00010089151347747402,0.11436047877575643,-0.00025056291075340506,-3.972797409277073e-05,0.00021083493666063438,0.00014783670190811823,0.03963705749753945,-0.9617785583515891,-0.9617677206908595,-0.9617665395688478,-0.9618211657237197
1722434,0.1589252727824177,3.7728523610651785,-0.012537775811452944,6.148724534611764e-05,0.012599248293488267,0.00712703542041041,1.636410958292324,-25.322354526215513,-25.322364892494203,-25.321846097713962,-25.324098687884668
1198146,0.03375271600076712,0.7799066137819608,-0.00252556866050735,-0.0002484463980696574,0.002277127342286567,0.0013317234181033112,0.3297379115471315,-5.207024272225926,-5.207149196415119,-5.206918137905197,-5.207379082953934
1083458,0.006970687684541384,0.6066819062132901,-0.0015744827443883542,-2.0248309362796455e-05,0.0015542344350255582,0.001007763793377147,0.23429919992380227,-4.69224253597168,-4.692178598615741,-4.692171841727784,-4.692488952173222
1607746,0.016276450773089503,0.40413744166111054,-0.001406214655364003,8.274994443915294e-05,0.001488952535162079,0.0007530365209385021,0.17693118709718386,-2.939611963072674,-2.9395630524875385,-2.939557692478649,-2.939805170397181
1722435,0.09628278598353829,2.3407210446702518,-0.007780469581229959,-0.0008890019462171002,0.006891456099522706,0.0043585341439925495,1.011956924468997,-15.733134604506253,-15.733196096243345,-15.732819617989014,-15.734216238906882
1329219,0.053048918944661405,1.0007674917563913,-0.0033719049666105765,-2.391354097215607e-05,0.0033479939655628576,0.0018340554931157464,0.4255674635679588,-5.588584849017367,-5.588497739262808,-5.588454303673365,-5.589037583970961
1591363,0.0781147034918342,2.0193510480184482,-0.00652838681779217,0.0004415286069572763,0.00696988970801452,0.004001569246806574,0.9018291710321616,-13.397178501612853,-13.397272829013875,-13.39690039098327,-13.398098561694766
1214531,0.042299602032759655,1.3014299497692952,-0.003641900020107735,-0.00011070320347969647,0.0035312051772126447,0.0021740193494618532,0.5084532727984675,-8.659072446577452,-8.659175666042437,-8.65890455941042,-8.659621333577272
1591364,0.04585571990983268,1.1315397339429152,-0.0035168512239260883,0.0002741354097215608,0.0037909923484776326,0.0022544606502206558,0.4986790868971648,-7.213365546985427,-7.2132314398196655,-7.213217044934437,-7.213881162367845
1214530,0.05062317926591853,1.5169023785787619,-0.004310664583928629,-0.00017677704119969096,0.004133904158067965,0.002552375330983903,0.6045553618863171,-10.191320175462215,-10.19165972812911,-10.19111301985586,-10.191958996760537
1329220,0.03922387941708733,0.7114294377242277,-0.00242089602184335,-3.0068387465472912e-05,0.002390821284566784,0.0012682844302631998,0.3003145601168365,-4.101184802968537,-4.101102721833825,-4.10109360286059,-4.1015088363717185
1722436,0.0620713191732546,1.2426106454582977,-0.004008722243388259,-0.0004270002381179159,0.0035817204178175696,0.002291059126265994,0.5292543908943708,-8.115586879632982,-8.115442135052543,-8.115426112288473,-8.116160641527765
3703905,2.7911229640918183e-05,0.006275518303330475,-1.400787376575547e-05,-1.782899958726228e-06,1.2224973807029241e-05,8.874394386766993e-06,0.002255389402165285,-0.053201674184843,-0.05320106036765406,-0.05320099442486585,-0.05320404883639711
4211810,0.0006753315130541532,0.03141476500834126,-0.00014729561333883648,3.980694246012848e-05,0.00018710255579896496,4.1917648241631474e-05,0.013231377062365728,-0.5800174090585346,-0.580727503517245,-0.5799801371781439,-0.5799982995957287
3737697,0.0007407515001428708,0.3607182588817983,-0.0012141316950820713,6.096713972759311e-05,0.0012750988348096644,0.000633188579864749,0.16377299742832652,-3.9194593537828997,-3.9194142707654698,-3.919409768231896,-3.9196253003555896
1198178,0.02189759521371229,0.5090543536721411,-0.0016774662242964938,-0.00015670110169222463,0.0015207664983966722,0.0009065232868738824,0.21298553089712238,-3.1680651466721703,-3.1681018819267446,-3.1679972841148896,-3.1682938459281837
1329251,0.03619069212940916,0.6631290281614121,-0.0022244869670127315,-4.923840365749119e-05,0.0021752517382607867,0.001199172733911166,0.27357317839794265,-3.5825096539638697,-3.5824351923738766,-3.5824268468489064,-3.582804269301838
1722467,0.06330400281508292,1.6596589410631697,-0.0052975940142447435,-0.0006013628070398239,0.004696211205299976,0.003189393927463991,0.695355720650644,-9.92325779368088,-9.92307043488057,-9.923049275033602,-9.924004689094199
1591395,0.05839817188938628,1.8283135219227225,-0.0056173048226815245,0.0007262057973775279,0.006343501730323523,0.0037630600946121865,0.7856564085468459,-10.679184715731655,-10.67897852489126,-10.678955505308442,-10.67999099361209
1722466,0.10277150032991227,2.3177627800232874,-0.00755566802552624,-9.05926617349801e-05,0.007465038005735995,0.004397639644516408,0.9815831946957913,-14.696918181257999,-14.696841570427617,-14.696614234770509,-14.697966802385942
1214563,0.010510478140775312,0.4150299711083595,-0.0011514373114899833,-1.827145442423088e-05,0.001133163317141315,0.0007189738705273517,0.15917577547067976,-2.6278320939073563,-2.627789341038829,-2.6277843527002567,-2.62800718704956
1591396,0.017553825761183604,0.5697046385370035,-0.0016710166047560085,0.00025053814649014187,0.0019215595136044704,0.001192575172238626,0.243244426453313,-3.2293140034606473,-3.22924950269232,-3.229242505918024,-3.229562862583738
1329252,0.01985449820617836,0.39224151506492677,-0.0012725637362288472,2.5358669079594893e-05,0.0012979303425723087,0.0007240758707178459,0.15938017588976727,-2.078573933676223,-2.0785310244912214,-2.0785261382322133,-2.0787456930279076
1214562,0.020740749912690103,0.7612916785725624,-0.002196773057751532,-0.00012731441089627583,0.0020694449947614058,0.0013020958059497731,0.2926007429278979,-4.83811342337683,-4.838034321948122,-4.838025106984793,-4.838436796898118
1607778,0.009847678509064354,0.22110893100930248,-0.0007763098072832333,3.850461948757024e-05,0.0008148071244880465,0.00041754266438073464,0.09364354700447662,-1.5166052944629644,-1.5165795763914025,-1.516576635654189,-1.5167093071848112
1607779,0.044970139378353494,1.6284614725211926,-0.004957975362732959,0.0009156294250246055,0.00587359494555037,0.0033717288090929286,0.6555994285170016,-9.173823268044575,-9.173653323367304,-9.17363286404737,-9.17452734963965
1722468,0.020687403244753468,0.5492996793345398,-0.0017018838937041623,-0.00019541610312093216,0.001506474140394323,0.0010528057497539447,0.2258113248880845,-3.2152510988570335,-3.215190098549068,-3.2151832068768456,-3.2154959554148013
3703906,4.165412578975766e-05,0.0705426866050735,-0.00016526707305457663,-1.83323491126139e-05,0.0001469347239419627,9.48964536305045e-05,0.02512910435914531,-0.6130275896053593,-0.6130207289170396,-0.6130199734958885,-0.613054748102994
1230145,0.052503844556349835,1.4349425587608402,-0.004097485488565048,-3.3328258775968085e-05,0.004064169823581083,0.0023226275634716533,0.5493627615328445,-9.711782483936036,-9.712445937500481,-9.711573096377434,-9.712360949035357
3720513,4.49217385782773e-05,0.0030627678826554913,-8.938819570117789e-06,-1.719338349684097e-06,7.219481220433692e-06,4.778143950217481e-06,0.0012569260564498207,-0.029612052468489067,-0.02961169337397213,-0.029611657402292282,-0.029613406591103914
3851585,1.361145505921199e-05,0.0006319966980982316,-1.4102295456710163e-06,-4.382004635362098e-07,9.720290821348064e-07,8.186938438581452e-07,0.00022490395910721654,-0.004964790037146395,-0.004964726075499254,-0.004964720081277582,-0.004965018141410293
4211811,0.0005064041019779661,0.05515925341442025,-0.00018483206654602025,2.014136372776243e-05,0.00020497343027378273,7.581936480723032e-05,0.020959913642569137,-0.7324896491528293,-0.7329127640272619,-0.7324627766517445,-0.7324918966049676
1099074,0.04908095149802627,1.8203703992972875,-0.00511259796806045,-0.0004985733011609572,0.004614020222031728,0.0032014620708850578,0.7087211455059212,-11.46976330099163,-11.469573588482605,-11.469551951804192,-11.470525152932344
705858,0.3821943295765692,12.659529399231353,-0.03790582530150263,-0.002806944265137874,0.03509889306925679,0.019776894874606352,4.884616452791422,-100.07771676398062,-100.09564541306182,-100.07545662107887,-100.08240227119032
1230146,0.05711302110852451,1.6034248443863248,-0.00472360717846144,-0.00010275933898466519,0.004620882128456678,0.0025932295578414877,0.6132051285307596,-11.014495794770932,-11.015468598928946,-11.01425025782138,-11.015135515126309
3720514,-6.75524653141569e-06,0.000257897577547068,-6.098358573832428e-07,-2.2583103152681207e-07,3.8400482585643075e-07,2.665936438390958e-07,9.52312918690669e-05,-0.0024744192240530845,-0.0024743950820713084,-0.0024743920849604724,-0.002474520347969648
705859,0.24110733045115326,7.0931740305731035,-0.022210437460710542,-0.002138967331280228,0.020071458752685442,0.010497487507275825,2.6954768364182833,-64.63846863604047,-64.65954157130724,-64.63673733311532,-64.6406086428861
1099075,0.027828036955900564,1.0876915579261517,-0.00303080737848049,-0.00022123735593866084,0.0028095716099946024,0.001954510169222466,0.4153710861351874,-6.54430190082865,-6.544191978966251,-6.54417910685462,-6.544751729396451
1230147,0.011185374128255614,0.2947178747170207,-0.0009373377528018542,-0.00016427728355081437,0.0007730630091754772,0.00041504626154871896,0.10728475092865988,-2.389527920033654,-2.3900046155752612,-2.389469239870464,-2.3896293351652536
3851587,1.361145505921199e-05,0.0006319966980982316,-1.4102295456710163e-06,-4.382004635362098e-07,9.720290821348064e-07,8.186938438581452e-07,0.00022490395910721654,-0.004964790037146395,-0.004964726075499254,-0.004964720081277582,-0.004965018141410293
705860,0.03521232319245891,1.1243797411487597,-0.003302412344032765,-0.0003272628313807664,0.0029751409404070225,0.0017386238975140493,0.4402779915547512,-7.919161087300378,-7.919258401684796,-7.919016944648696,-7.919647098691939
1099076,0.007323672413245704,0.22986087563894975,-0.0006803648601454107,-1.9232688827507378e-05,0.0006611309013556845,0.00043602782804711565,0.09076105660856588,-1.3255745454868717,-1.325549776000889,-1.3255470090929293,-1.3256743162237674
1230148,0.0015214356922881543,0.03849084039749818,-0.00011446696510778805,-9.3263485411309e-06,0.00010513871162332919,5.647091469028796e-05,0.014097558497634695,-0.2517896092072261,-0.25178568252214495,-0.2517852088770359,-0.25180638232847574
3720516,4.49217385782773e-05,0.0030627678826554913,-8.938819570117789e-06,-1.719338349684097e-06,7.219481220433692e-06,4.778143950217481e-06,0.0012569260564498207,-0.029612052468489067,-0.02961169337397213,-0.029611657402292282,-0.029613406591103914
3703907,-4.3656221227418475e-05,0.019501031844302633,-4.497853763850526e-05,-4.665206210115249e-06,4.031333142839001e-05,2.657501666825412e-05,0.006700415912626599,-0.1688236407022891,-0.168821869311363,-0.16882165949138014,-0.16883102254817917
3851588,1.361145505921199e-05,0.0006319966980982316,-1.4102295456710163e-06,-4.382004635362098e-07,9.720290821348064e-07,8.186938438581452e-07,0.00022490395910721654,-0.004964790037146395,-0.004964726075499254,-0.004964720081277582,-0.004965018141410293
3738913,-0.002249541226148522,1.5837313394926502,-0.005394784011175667,-7.901816045972632e-05,0.005315765850715941,0.0026762488840207004,0.7056754008318253,-16.867505940149858,-16.867311798695116,-16.86729225058577,-16.868227820236847
2115906,0.01626041506598512,0.33965518409160667,-0.0012647271697833655,-0.0002715144828608015,0.0009932072895831349,0.0004640337148511499,0.14013066112116498,-2.506554399489369,-2.506516602601835,-2.506511667417532,-2.5067215557772697
3819842,0.00033115788805283044,0.12157199098326826,-0.00025219274851573164,-3.6167508016636504e-05,0.00021602524049909512,0.00017489831412515478,0.04351352192272281,-0.9098683693177128,-0.9098561085468457,-0.9098549664571228,-0.9099123702543098
4213058,0.016479395392153748,0.37865919494960126,-0.001800634555671969,0.00038953585897069556,0.0021901704146426644,0.00044937182324242524,0.14454102295456708,-4.601689329393804,-4.609820916137124,-4.601195447655332,-4.601410753147919
5785922,0.017044744620049325,0.4151556817466608,-0.0017619653527849216,0.0003790306918119186,0.0021409960445968397,0.00044024805801610734,0.1450075837910489,-16.866546629681135,-16.880095857793584,-16.866061073566264,-16.866280942603
1329475,0.026619970302106076,0.4540865685093564,-0.0015905048501973736,-0.0002965756135504969,0.0012939238393074475,0.0006237951180535712,0.17626389814903007,-2.8320795576965003,-2.8321427153400216,-2.832020091346265,-2.832280211331238
1722691,0.09067522311529903,2.0556586638790186,-0.007391307626123124,-0.0013813704067054007,0.006009935631964948,0.0029899300265633765,0.8312272914880783,-18.10508327869585,-18.109819368627782,-18.10465659833889,-18.10587832256585
2115907,0.01352442571250172,0.29757877469811944,-0.00107546856314358,-0.00023801589569376978,0.0008374456826576076,0.000406924898667598,0.12300980728323331,-2.170360652068451,-2.1703273799515297,-2.1703230962790108,-2.1705064576086612
4213059,0.011567833761945581,0.698774819562545,-0.0024057827962451453,0.0002062397963827243,0.0026120225926278694,0.0008782522663534092,0.25685365484543504,-7.718505648772899,-7.724425172818087,-7.718109902727245,-7.718485076244298
3703908,1.4354382957107027e-05,0.0006109788233800045,-1.270597199733308e-06,-2.869479632980919e-07,9.83649236435216e-07,7.732545956757786e-07,0.00019511064545829762,-0.004806976378702733,-0.004806923948312537,-0.004806917954090866,-0.004807191770644824
1329476,0.025374279408585127,0.5057637499557369,-0.0018084912266776736,-0.00028247990073128657,0.0015260057169465874,0.0006871482749679863,0.1966582822702691,-3.3101842994819615,-3.3102528601035863,-3.310118101965796,-3.310411709618905
1591620,0.04559703573029014,1.2673753434058403,-0.0042516634356711235,-0.00016390349133779938,0.004087784655681493,0.0020796595606989024,0.5279910562910752,-10.504182120501424,-10.506530160705262,-10.503921972875194,-10.504668632782485
2115908,0.009741224772729679,0.2141279698595633,-0.0008162798573409107,-0.000166805727529606,0.0006494676741700268,0.00028993682467113273,0.08953154903641616,-1.6118286511900606,-1.6118041987681366,-1.6118010522483621,-1.6119362320009312
4213060,0.00897811315363368,0.30533134128214184,-0.0013083937147453197,0.0001685435893365506,0.0014769373040818701,0.0003518734048745383,0.11281324676424209,-3.660563010017885,-3.665374805433872,-3.6602804678022247,-3.6604496274671665
3819843,-0.00016017969965393528,0.07685430358446836,-0.0001579663460012065,-3.0880591802393876e-05,0.00012708575419881257,0.00010612545321776676,0.02568818617646125,-0.5822902021271867,-0.5822831315109376,-0.5822824060767692,-0.5823170278820206
3819844,-0.0001615023653046322,0.04321484585833571,-9.340121281391879e-05,-1.750833412705972e-05,7.589287868685906e-05,6.0687430548941175e-05,0.01440360669270089,-0.3320518114042607,-0.3320478432104645,-0.332047429545671,-0.3320670957424517
5785924,0.009954774663592581,0.26415506903879654,-0.001137597990284789,0.00023930169222465632,0.0013768996825094452,0.00027465641807156236,0.09236602321914257,-11.28618236555439,-11.295115894779313,-11.285878603554835,-11.286019791889174
3818531,-0.0006800134404334804,0.31118114952746817,-0.0006568189986347906,-4.406269909303531e-05,0.0006127562995417552,0.0005069064127800531,0.11568595104295647,-2.4410849924664784,-2.441052450868337,-2.4410493976495116,-2.4412014423087913
3738914,-0.000687567069879671,0.12816026923199034,-0.0004471773184747754,-0.00012051452519287552,0.0003266627932818999,0.00018587120678159824,0.057257376893037434,-1.422998277378798,-1.4229818824078484,-1.4229802576562849,-1.4230591971679842
4211841,0.001702133271951826,0.06015499746788549,-0.0003245138330634663,0.00010802769046787525,0.00043254152353134153,7.931785037728461e-05,0.02656526600416971,-1.2840121569265854,-1.2858174850879553,-1.2839245050015344,-1.2839611729619753
5784705,0.0015701476776561996,0.07183642383498659,-0.00028943800732344875,5.68568043517372e-05,0.00034629481167518597,7.336639785799705e-05,0.02604808394450265,-5.907364006760432,-5.911174400318051,-5.907282129423965,-5.907319579173148
1066114,0.03320385538196755,0.6680085859389283,-0.0022819943169190716,0.00013732120307754177,0.0024192956768369473,0.0012869168830893947,0.30970638473505424,-5.446005907966896,-5.447092600157583,-5.445878216765089,-5.4462812546909225
1197186,0.016933045565614906,0.4289825066130755,-0.001504846010731181,3.447908689716481e-05,0.0015393263675905645,0.0007984614280725148,0.1845877829634568,-2.9961988933866714,-2.996530499903928,-2.996135160853415,-2.996385505032226
2114690,0.00033801653067487905,0.00841503423606481,-4.096263136171699e-05,8.039284164629436e-06,4.900085722449757e-05,1.6730184885332996e-05,0.004706127567704861,-0.08342414793895712,-0.08342286384840883,-0.08342272295880031,-0.08342915331513052
672898,8.813664793472394e-05,0.01574245166206305,-4.5260691494428046e-05,-2.4514080706098995e-06,4.2809283423818136e-05,2.6459224688065535e-05,0.006646252024002287,-0.14562975974854747,-0.14562797974410263,-0.14562780586722543,-0.14563616029463122
4211842,0.00026503794012128136,0.011521529922153002,-5.6948896720322567e-05,1.792320115143241e-05,7.487209787175498e-05,1.5246214983437574e-05,0.0049822469864854845,-0.23064300069953753,-0.23093872694229078,-0.23062756728894812,-0.23063416825200284
1328259,0.061767108429662924,1.1329815812205966,-0.004010110728005842,8.45307807092739e-05,0.004094628174111821,0.0020871387814712515,0.49274460742292925,-6.481078676597772,-6.481224474904722,-6.480925418839889,-6.481583297304506
1721475,0.13346671440177635,2.9884235872340232,-0.010071313312378958,-0.0005729923421278217,0.009498312080515605,0.005820052239895864,1.3086514302949488,-19.254975652417688,-19.25608474456164,-19.25455503149824,-19.256304947769635
1590403,0.07493763692526548,2.539715040147851,-0.008178100151337164,0.0014003320601962091,0.009578443323702788,0.005431794488893122,1.1443107285349927,-16.190262386552686,-16.19161670974699,-16.189883368093255,-16.19133877052576
